dataset,dataset_source,backbone,seed,fold,method,selected_alpha,selected_original_weight,selected_shadow_weight,candidate_alphas,inner_pooled_ap_grid,inner_mean_fold_ap_grid,inner_best_pooled_ap,inner_tie_count,inner_folds,original_estimators,shadow_estimators,pr_auc,roc_auc,f1,recall,precision,balanced_accuracy,mcc,accuracy,brier_score,mean_probability,true_prevalence,inner_cv_runtime_seconds,final_sampler_runtime_seconds,final_branch_runtime_seconds,final_scoring_runtime_seconds,runtime_seconds,n_train_original,n_train_shadow,n_generated,pi_original,pi_shadow,sampler_warning
blood-transfusion,openml,bagged_cart,49,1,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.408079910389,""0.15"":0.404482508085,""0.20"":0.403882677763,""0.25"":0.403826044572,""0.30"":0.401390242235,""0.35"":0.399333415237,""0.40"":0.396748643083,""0.45"":0.39800399386,""0.50"":0.396863457146,""0.55"":0.397257327955,""0.60"":0.395329258747,""0.65"":0.393593092056,""0.70"":0.390973849183,""0.75"":0.391737544757,""0.80"":0.389023253425,""0.85"":0.383667496066,""0.90"":0.381057951151}","{""0.10"":0.416894343714,""0.15"":0.416701668667,""0.20"":0.416219844055,""0.25"":0.415584831854,""0.30"":0.413796505716,""0.35"":0.412243981073,""0.40"":0.407234239218,""0.45"":0.408990154893,""0.50"":0.408291725572,""0.55"":0.404566705784,""0.60"":0.400956543941,""0.65"":0.399169068173,""0.70"":0.394549516177,""0.75"":0.397756049141,""0.80"":0.396060825611,""0.85"":0.394250195602,""0.90"":0.392179670635}",0.4080799103889848,1,3,100,100,0.41392371805501166,0.6714181286549707,0.36065573770491804,0.3055555555555556,0.44,0.5913742690058479,0.20942695414584775,0.74,0.19600451320347934,0.2500652844408195,0.24,1.46941,0.305373,0.278022,0.005173,2.059756,598,894,296,0.23745819397993312,0.4899328859060403,generated 296 of requested 314 synthetic points
blood-transfusion,openml,bagged_cart,49,2,nested_tuned_raw_fol_equal100,0.9,0.09999999999999998,0.9,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.417664477012,""0.15"":0.417433327328,""0.20"":0.418846726639,""0.25"":0.418790061921,""0.30"":0.418804252801,""0.35"":0.419311810405,""0.40"":0.418170127925,""0.45"":0.417977921038,""0.50"":0.418798623306,""0.55"":0.417271105659,""0.60"":0.417364314255,""0.65"":0.417392627391,""0.70"":0.41722573634,""0.75"":0.416467986813,""0.80"":0.416905854542,""0.85"":0.41947212995,""0.90"":0.42018617926}","{""0.10"":0.423370832026,""0.15"":0.422560091014,""0.20"":0.42047310063,""0.25"":0.422527875456,""0.30"":0.423538056412,""0.35"":0.424434393473,""0.40"":0.424946496557,""0.45"":0.426388741141,""0.50"":0.425445087545,""0.55"":0.426266685691,""0.60"":0.426890056686,""0.65"":0.427816287046,""0.70"":0.428900838944,""0.75"":0.428092328531,""0.80"":0.427782137284,""0.85"":0.428988645698,""0.90"":0.430872369041}",0.4201861792599142,1,3,100,100,0.4368441783736604,0.6766569200779726,0.41935483870967744,0.3611111111111111,0.5,0.6235380116959064,0.2787640479937767,0.76,0.18708088040214765,0.26282435467299803,0.24,1.46297,0.341159,0.279295,0.005204,2.090459,598,898,300,0.23745819397993312,0.4922048997772829,generated 300 of requested 314 synthetic points
blood-transfusion,openml,bagged_cart,49,3,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.407998463822,""0.15"":0.408646735971,""0.20"":0.408237083468,""0.25"":0.408094224933,""0.30"":0.407146517092,""0.35"":0.40706078053,""0.40"":0.404098704395,""0.45"":0.404466658949,""0.50"":0.403869092753,""0.55"":0.403944415338,""0.60"":0.401159482786,""0.65"":0.400335628662,""0.70"":0.398974691865,""0.75"":0.398334417186,""0.80"":0.397625242784,""0.85"":0.397569879345,""0.90"":0.397702297693}","{""0.10"":0.422201062565,""0.15"":0.419446541963,""0.20"":0.418862733483,""0.25"":0.419202554087,""0.30"":0.419886028226,""0.35"":0.419222035537,""0.40"":0.416745424893,""0.45"":0.417709904348,""0.50"":0.421514585178,""0.55"":0.421011985492,""0.60"":0.42030384443,""0.65"":0.419958858418,""0.70"":0.418304754937,""0.75"":0.416705351066,""0.80"":0.41262048928,""0.85"":0.412153669837,""0.90"":0.413417140949}",0.4086467359705901,1,3,100,100,0.47433561779591116,0.7719298245614035,0.4126984126984127,0.3611111111111111,0.48148148148148145,0.6191520467836257,0.2649114568085737,0.7533333333333333,0.1641408145128804,0.26999978098620614,0.24,1.503032,0.35785,0.281336,0.005397,2.149497,598,900,302,0.23745819397993312,0.49333333333333335,generated 302 of requested 314 synthetic points
blood-transfusion,openml,bagged_cart,49,4,nested_tuned_raw_fol_equal100,0.85,0.15000000000000002,0.85,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.403594732782,""0.15"":0.405285952333,""0.20"":0.405915343289,""0.25"":0.405661802741,""0.30"":0.406454715792,""0.35"":0.40725972749,""0.40"":0.407354471117,""0.45"":0.407312149127,""0.50"":0.407772609608,""0.55"":0.408180450312,""0.60"":0.407570001499,""0.65"":0.40829364753,""0.70"":0.408611987241,""0.75"":0.40861994315,""0.80"":0.408818028342,""0.85"":0.409841968156,""0.90"":0.40911924276}","{""0.10"":0.434324391051,""0.15"":0.436810255364,""0.20"":0.434400642935,""0.25"":0.433278017863,""0.30"":0.434221987,""0.35"":0.435498735646,""0.40"":0.436089371999,""0.45"":0.437369542569,""0.50"":0.435126472238,""0.55"":0.433956099572,""0.60"":0.432756114673,""0.65"":0.434765222419,""0.70"":0.434448435593,""0.75"":0.433754448134,""0.80"":0.433834903477,""0.85"":0.434529869635,""0.90"":0.435279978445}",0.40984196815613205,1,3,100,100,0.3954937842702684,0.6411027568922306,0.36363636363636365,0.34285714285714286,0.3870967741935484,0.5880952380952381,0.18401237326903588,0.7181208053691275,0.20343262282461602,0.267209569833864,0.2348993288590604,1.458923,0.342666,0.275175,0.005171,2.083748,599,892,293,0.2387312186978297,0.48878923766816146,generated 293 of requested 313 synthetic points
blood-transfusion,openml,bagged_cart,49,5,nested_tuned_raw_fol_equal100,0.65,0.35,0.65,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.431296519447,""0.15"":0.432615523182,""0.20"":0.432951109218,""0.25"":0.4345524501,""0.30"":0.43493402117,""0.35"":0.435578135767,""0.40"":0.436913613392,""0.45"":0.438026721107,""0.50"":0.437603378543,""0.55"":0.437981645693,""0.60"":0.439310514762,""0.65"":0.440547418821,""0.70"":0.439032416878,""0.75"":0.438621708369,""0.80"":0.439630140538,""0.85"":0.440301502137,""0.90"":0.439182223747}","{""0.10"":0.445005726442,""0.15"":0.44686366728,""0.20"":0.447437368421,""0.25"":0.451929438744,""0.30"":0.45335017087,""0.35"":0.45708969464,""0.40"":0.461070185716,""0.45"":0.46263830676,""0.50"":0.462024605992,""0.55"":0.464521953503,""0.60"":0.465857049005,""0.65"":0.469314447885,""0.70"":0.46683512499,""0.75"":0.468458062354,""0.80"":0.468078426175,""0.85"":0.465696195816,""0.90"":0.463924304195}",0.4405474188209744,1,3,100,100,0.4304843329705277,0.6639097744360901,0.3,0.2571428571428571,0.36,0.5583959899749373,0.13250083707178267,0.7181208053691275,0.19611194190809195,0.2440290825925392,0.2348993288590604,1.44826,0.319144,0.279244,0.005148,2.053602,599,897,298,0.2387312186978297,0.4916387959866221,generated 298 of requested 313 synthetic points
blood-transfusion,openml,extratrees,42,1,nested_tuned_raw_fol_equal100,0.85,0.15000000000000002,0.85,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.40518376885,""0.15"":0.405361236879,""0.20"":0.406123061818,""0.25"":0.406198274248,""0.30"":0.406071113381,""0.35"":0.406136205022,""0.40"":0.406012573955,""0.45"":0.405898809836,""0.50"":0.4053975681,""0.55"":0.405671660092,""0.60"":0.405691167171,""0.65"":0.405703170684,""0.70"":0.405302733965,""0.75"":0.405607888929,""0.80"":0.405852732979,""0.85"":0.406285451088,""0.90"":0.405812759231}","{""0.10"":0.411861948886,""0.15"":0.411284126961,""0.20"":0.411839834002,""0.25"":0.41136457383,""0.30"":0.411077807946,""0.35"":0.41108268508,""0.40"":0.41125181541,""0.45"":0.411007957608,""0.50"":0.410973874609,""0.55"":0.410677145761,""0.60"":0.411308515508,""0.65"":0.411658349407,""0.70"":0.410315051488,""0.75"":0.410455467951,""0.80"":0.410821013888,""0.85"":0.410158802418,""0.90"":0.409667625074}",0.4062854510882846,1,3,100,100,0.34169638288550963,0.6174463937621832,0.4358974358974359,0.4722222222222222,0.40476190476190477,0.6264619883040936,0.24057868932684523,0.7066666666666667,0.24102173947314692,0.3091597204328239,0.24,0.810415,0.236975,0.107602,0.003898,1.160386,598,893,295,0.23745819397993312,0.48936170212765956,generated 295 of requested 314 synthetic points
blood-transfusion,openml,extratrees,42,2,nested_tuned_raw_fol_equal100,0.65,0.35,0.65,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.36829964197,""0.15"":0.368749313509,""0.20"":0.36888049851,""0.25"":0.369311332117,""0.30"":0.369822819346,""0.35"":0.36956228707,""0.40"":0.369281821801,""0.45"":0.369510483396,""0.50"":0.369390501179,""0.55"":0.369857081747,""0.60"":0.370056911899,""0.65"":0.370554066041,""0.70"":0.370437118768,""0.75"":0.369424302029,""0.80"":0.369737361535,""0.85"":0.369261871439,""0.90"":0.369452167201}","{""0.10"":0.376718930799,""0.15"":0.378087346401,""0.20"":0.378196353803,""0.25"":0.377907172428,""0.30"":0.377314019452,""0.35"":0.377481483369,""0.40"":0.376793632547,""0.45"":0.376707345716,""0.50"":0.376654114746,""0.55"":0.37648633123,""0.60"":0.376613739179,""0.65"":0.376880908013,""0.70"":0.377397041583,""0.75"":0.375908351925,""0.80"":0.376368322718,""0.85"":0.377146477487,""0.90"":0.376793976746}",0.3705540660412698,1,3,100,100,0.3936364439003968,0.7073586744639376,0.39344262295081966,0.3333333333333333,0.48,0.6096491228070176,0.2513123449750173,0.7533333333333333,0.19124366727420883,0.2130151381951382,0.24,0.816257,0.248075,0.110363,0.003987,1.180299,598,894,296,0.23745819397993312,0.4899328859060403,generated 296 of requested 314 synthetic points
blood-transfusion,openml,extratrees,42,3,nested_tuned_raw_fol_equal100,0.8,0.19999999999999996,0.8,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.3560412359,""0.15"":0.356317707146,""0.20"":0.356582523063,""0.25"":0.35708986826,""0.30"":0.356906286391,""0.35"":0.357497266188,""0.40"":0.357683992379,""0.45"":0.35762255251,""0.50"":0.357493057086,""0.55"":0.358725124571,""0.60"":0.35909974955,""0.65"":0.358591455732,""0.70"":0.359250239916,""0.75"":0.359466442474,""0.80"":0.359578051875,""0.85"":0.358956285548,""0.90"":0.358953180012}","{""0.10"":0.361497785569,""0.15"":0.361548514897,""0.20"":0.361663917225,""0.25"":0.362397683647,""0.30"":0.361589931787,""0.35"":0.362473149345,""0.40"":0.362988468582,""0.45"":0.362115293454,""0.50"":0.361547303357,""0.55"":0.363068857509,""0.60"":0.363745609704,""0.65"":0.362913798745,""0.70"":0.363262614477,""0.75"":0.364200486085,""0.80"":0.363363843978,""0.85"":0.362079958899,""0.90"":0.362362674317}",0.35957805187478276,1,3,100,100,0.43046332947845717,0.6952972709551656,0.39344262295081966,0.3333333333333333,0.48,0.6096491228070176,0.2513123449750173,0.7533333333333333,0.18694104790359012,0.21834214896214893,0.24,0.814553,0.233169,0.110239,0.004056,1.163656,598,890,292,0.23745819397993312,0.48764044943820223,generated 292 of requested 314 synthetic points
blood-transfusion,openml,extratrees,42,4,nested_tuned_raw_fol_equal100,0.9,0.09999999999999998,0.9,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.342197975936,""0.15"":0.341926533664,""0.20"":0.341922207729,""0.25"":0.341686023595,""0.30"":0.342467904096,""0.35"":0.342920316874,""0.40"":0.344141214577,""0.45"":0.344866257291,""0.50"":0.344902180699,""0.55"":0.345892727902,""0.60"":0.346395990158,""0.65"":0.346829311108,""0.70"":0.346879259878,""0.75"":0.347116533058,""0.80"":0.346866438931,""0.85"":0.347041994531,""0.90"":0.347479434261}","{""0.10"":0.350607042596,""0.15"":0.350347909228,""0.20"":0.350065006846,""0.25"":0.350060044973,""0.30"":0.35073414181,""0.35"":0.350546933783,""0.40"":0.352064285522,""0.45"":0.353513812169,""0.50"":0.353294628032,""0.55"":0.354390944268,""0.60"":0.354479903682,""0.65"":0.355074128627,""0.70"":0.355056045499,""0.75"":0.355012783308,""0.80"":0.355549003017,""0.85"":0.355060146089,""0.90"":0.355068019461}",0.3474794342605675,1,3,100,100,0.39414270523877537,0.6479949874686717,0.47058823529411764,0.45714285714285713,0.48484848484848486,0.6540100250626566,0.31447018089461826,0.7583892617449665,0.20566788307386596,0.2630066507690668,0.2348993288590604,0.812437,0.252023,0.109593,0.003846,1.179382,599,899,300,0.2387312186978297,0.492769744160178,generated 300 of requested 313 synthetic points
blood-transfusion,openml,extratrees,42,5,nested_tuned_raw_fol_equal100,0.45,0.55,0.45,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.398780820394,""0.15"":0.398919854227,""0.20"":0.399776976355,""0.25"":0.400266070057,""0.30"":0.4003433093,""0.35"":0.400202148341,""0.40"":0.4002780066,""0.45"":0.400791227445,""0.50"":0.400207099062,""0.55"":0.400744145287,""0.60"":0.400238556936,""0.65"":0.400751187241,""0.70"":0.400480943071,""0.75"":0.40026345961,""0.80"":0.400406995492,""0.85"":0.400321889434,""0.90"":0.400089816653}","{""0.10"":0.411763962076,""0.15"":0.412050448164,""0.20"":0.411961075809,""0.25"":0.412788235983,""0.30"":0.41273914046,""0.35"":0.412245166767,""0.40"":0.411617535556,""0.45"":0.412304755555,""0.50"":0.411584579603,""0.55"":0.41201951515,""0.60"":0.411691966454,""0.65"":0.412067380152,""0.70"":0.410990359203,""0.75"":0.410477932837,""0.80"":0.410699477935,""0.85"":0.409808530793,""0.90"":0.409605392946}",0.40079122744474016,1,3,100,100,0.30523612542878986,0.6115288220551378,0.35294117647058826,0.34285714285714286,0.36363636363636365,0.5793233082706767,0.16196877502546245,0.7046979865771812,0.23342587931236913,0.2768143046985329,0.2348993288590604,0.811808,0.256912,0.108102,0.003924,1.18219,599,899,300,0.2387312186978297,0.492769744160178,generated 300 of requested 313 synthetic points
blood-transfusion,openml,extratrees,44,1,nested_tuned_raw_fol_equal100,0.9,0.09999999999999998,0.9,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.349417776826,""0.15"":0.349423948512,""0.20"":0.349925831589,""0.25"":0.349804105767,""0.30"":0.350654691185,""0.35"":0.35093752885,""0.40"":0.351151338344,""0.45"":0.350836945205,""0.50"":0.350609368668,""0.55"":0.351868735634,""0.60"":0.352586554436,""0.65"":0.353188864316,""0.70"":0.35322021521,""0.75"":0.35349860342,""0.80"":0.353425892845,""0.85"":0.353621489012,""0.90"":0.354131779604}","{""0.10"":0.353518602248,""0.15"":0.353664641478,""0.20"":0.354168314894,""0.25"":0.353759619096,""0.30"":0.354633455515,""0.35"":0.354870589024,""0.40"":0.354738158984,""0.45"":0.354736014463,""0.50"":0.355398744512,""0.55"":0.357291541286,""0.60"":0.357411225941,""0.65"":0.358498536423,""0.70"":0.358539723706,""0.75"":0.358303050317,""0.80"":0.358905441217,""0.85"":0.359167483183,""0.90"":0.360006442034}",0.3541317796040783,1,3,100,100,0.3989396697776075,0.6968810916179338,0.34285714285714286,0.3333333333333333,0.35294117647058826,0.5701754385964912,0.14316944922882205,0.6933333333333334,0.2056149878450633,0.2578788598736986,0.24,0.845628,0.247972,0.108497,0.003921,1.207512,598,896,298,0.23745819397993312,0.49107142857142855,generated 298 of requested 314 synthetic points
blood-transfusion,openml,extratrees,44,2,nested_tuned_raw_fol_equal100,0.2,0.8,0.2,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.360534892823,""0.15"":0.360838457916,""0.20"":0.361248812901,""0.25"":0.360432857468,""0.30"":0.360191436011,""0.35"":0.359656082994,""0.40"":0.359597259027,""0.45"":0.359412262663,""0.50"":0.358355763121,""0.55"":0.359037418898,""0.60"":0.358698550017,""0.65"":0.358648336542,""0.70"":0.358522221052,""0.75"":0.358161131854,""0.80"":0.358150625598,""0.85"":0.357958631512,""0.90"":0.357672917008}","{""0.10"":0.370910982038,""0.15"":0.370956381917,""0.20"":0.371737790345,""0.25"":0.37031898719,""0.30"":0.370427649802,""0.35"":0.37021146457,""0.40"":0.370280952049,""0.45"":0.370408904597,""0.50"":0.369623200334,""0.55"":0.370448218,""0.60"":0.370420112986,""0.65"":0.370551369041,""0.70"":0.370307313562,""0.75"":0.369705863627,""0.80"":0.369450866258,""0.85"":0.369229779681,""0.90"":0.368405604453}",0.3612488129011925,1,3,100,100,0.385603471488759,0.6231725146198831,0.37681159420289856,0.3611111111111111,0.3939393939393939,0.5928362573099415,0.19142620715132935,0.7133333333333334,0.214678514501668,0.27579680911680904,0.24,0.810832,0.247768,0.107807,0.003799,1.171684,598,895,297,0.23745819397993312,0.49050279329608937,generated 297 of requested 314 synthetic points
blood-transfusion,openml,extratrees,44,3,nested_tuned_raw_fol_equal100,0.7,0.30000000000000004,0.7,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.347965948175,""0.15"":0.347574363836,""0.20"":0.3478014575,""0.25"":0.347945608506,""0.30"":0.34791864947,""0.35"":0.348937903273,""0.40"":0.349094478927,""0.45"":0.349194813126,""0.50"":0.348451202094,""0.55"":0.34876310299,""0.60"":0.348671675019,""0.65"":0.349272973425,""0.70"":0.349300908266,""0.75"":0.34898936046,""0.80"":0.348583839371,""0.85"":0.348210717461,""0.90"":0.347906539605}","{""0.10"":0.363255703218,""0.15"":0.36348448537,""0.20"":0.364127732353,""0.25"":0.364348523745,""0.30"":0.364439320808,""0.35"":0.36575603949,""0.40"":0.366263226979,""0.45"":0.366617344448,""0.50"":0.365599497925,""0.55"":0.366006464398,""0.60"":0.366186737575,""0.65"":0.366483966858,""0.70"":0.366532118369,""0.75"":0.365812915238,""0.80"":0.364689593652,""0.85"":0.364503526936,""0.90"":0.364472862124}",0.3493009082657329,1,3,100,100,0.3605115111098387,0.6487573099415205,0.4,0.3611111111111111,0.4482758620689655,0.6103801169590644,0.23874420428215615,0.74,0.20920736114729951,0.23750573260073263,0.24,0.825196,0.248561,0.109804,0.003991,1.189056,598,899,301,0.23745819397993312,0.492769744160178,generated 301 of requested 314 synthetic points
blood-transfusion,openml,extratrees,44,4,nested_tuned_raw_fol_equal100,0.6,0.4,0.6,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.35986007956,""0.15"":0.359340436137,""0.20"":0.359088160221,""0.25"":0.359708075349,""0.30"":0.35925280621,""0.35"":0.359494827739,""0.40"":0.359426439793,""0.45"":0.360090276821,""0.50"":0.360032299239,""0.55"":0.360016832154,""0.60"":0.360372413102,""0.65"":0.360359394853,""0.70"":0.359901290227,""0.75"":0.360041846359,""0.80"":0.359747671173,""0.85"":0.359747894193,""0.90"":0.359830151138}","{""0.10"":0.37277629887,""0.15"":0.371410563739,""0.20"":0.372338012839,""0.25"":0.371998697271,""0.30"":0.372329307147,""0.35"":0.372881645393,""0.40"":0.371996618406,""0.45"":0.372727200435,""0.50"":0.373502751151,""0.55"":0.373927550836,""0.60"":0.373827572895,""0.65"":0.373260402023,""0.70"":0.372983622986,""0.75"":0.373428350343,""0.80"":0.372173040707,""0.85"":0.371990285094,""0.90"":0.372100840593}",0.36037241310201884,1,3,100,100,0.3566738914929237,0.6167919799498747,0.3492063492063492,0.3142857142857143,0.39285714285714285,0.5825814536340852,0.1792368347819658,0.7248322147651006,0.20887533656870286,0.24553281438919014,0.2348993288590604,0.834392,0.294879,0.111901,0.004201,1.247076,599,898,299,0.2387312186978297,0.4922048997772829,generated 299 of requested 313 synthetic points
blood-transfusion,openml,extratrees,44,5,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.367710686356,""0.15"":0.367843656604,""0.20"":0.367703556399,""0.25"":0.367547554491,""0.30"":0.367463668965,""0.35"":0.367175750852,""0.40"":0.366810408539,""0.45"":0.36614167511,""0.50"":0.365351577836,""0.55"":0.365333054521,""0.60"":0.365342063725,""0.65"":0.365336537312,""0.70"":0.364897554066,""0.75"":0.364898520973,""0.80"":0.364185631103,""0.85"":0.364362115486,""0.90"":0.363397752534}","{""0.10"":0.371478018453,""0.15"":0.371389538432,""0.20"":0.371544087666,""0.25"":0.370798445114,""0.30"":0.371321324341,""0.35"":0.370813909776,""0.40"":0.371398232601,""0.45"":0.371099340321,""0.50"":0.370118645882,""0.55"":0.369889017735,""0.60"":0.370461711909,""0.65"":0.371907151666,""0.70"":0.37125789994,""0.75"":0.370716903513,""0.80"":0.370091014046,""0.85"":0.370520903122,""0.90"":0.368683790231}",0.36784365660391516,1,3,100,100,0.34809580225681663,0.675062656641604,0.36666666666666664,0.3142857142857143,0.44,0.5957393483709272,0.21723313202326602,0.7449664429530202,0.20998605135313517,0.22514755585820118,0.2348993288590604,0.937953,0.336499,0.155722,0.00562,1.437856,599,899,300,0.2387312186978297,0.492769744160178,generated 300 of requested 313 synthetic points
blood-transfusion,openml,extratrees,49,1,nested_tuned_raw_fol_equal100,0.75,0.25,0.75,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.347247213445,""0.15"":0.347846000622,""0.20"":0.348557642281,""0.25"":0.349332037886,""0.30"":0.350165878378,""0.35"":0.351185502351,""0.40"":0.351651911316,""0.45"":0.352252890203,""0.50"":0.352741717107,""0.55"":0.352980107053,""0.60"":0.353432924911,""0.65"":0.353902742857,""0.70"":0.354427118472,""0.75"":0.354611793171,""0.80"":0.35457618389,""0.85"":0.354541889136,""0.90"":0.354427075718}","{""0.10"":0.364066668861,""0.15"":0.364920856019,""0.20"":0.365246589702,""0.25"":0.366519653549,""0.30"":0.36701100217,""0.35"":0.368185662062,""0.40"":0.368602319259,""0.45"":0.369715942895,""0.50"":0.369900584154,""0.55"":0.369178102055,""0.60"":0.369112937099,""0.65"":0.370034233638,""0.70"":0.370997614564,""0.75"":0.371637423199,""0.80"":0.371745290268,""0.85"":0.371807385751,""0.90"":0.370405601831}",0.3546117931712949,1,3,100,100,0.4153029025107229,0.6544834307992202,0.4117647058823529,0.3888888888888889,0.4375,0.6154970760233918,0.24081784652857585,0.7333333333333333,0.2091460514510724,0.26547905421738754,0.24,0.905445,0.367112,0.156774,0.00556,1.437019,598,894,296,0.23745819397993312,0.4899328859060403,generated 296 of requested 314 synthetic points
blood-transfusion,openml,extratrees,49,2,nested_tuned_raw_fol_equal100,0.7,0.30000000000000004,0.7,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.383383326928,""0.15"":0.384087809951,""0.20"":0.384520228479,""0.25"":0.384945412112,""0.30"":0.385295737159,""0.35"":0.386098188477,""0.40"":0.387143270688,""0.45"":0.387232267635,""0.50"":0.386603421937,""0.55"":0.387347993485,""0.60"":0.387089305259,""0.65"":0.387352799959,""0.70"":0.387676449821,""0.75"":0.387160481952,""0.80"":0.387145821833,""0.85"":0.387238949561,""0.90"":0.386619412281}","{""0.10"":0.390810192254,""0.15"":0.391850407656,""0.20"":0.392098845699,""0.25"":0.3931377941,""0.30"":0.393194293526,""0.35"":0.394521319292,""0.40"":0.395514486462,""0.45"":0.396094091713,""0.50"":0.395595266276,""0.55"":0.396488459992,""0.60"":0.395097945379,""0.65"":0.3959215519,""0.70"":0.396872602493,""0.75"":0.395922971232,""0.80"":0.396784529728,""0.85"":0.396674644943,""0.90"":0.394708176976}",0.38767644982098043,1,3,100,100,0.3435790405537351,0.6212231968810916,0.3939393939393939,0.3611111111111111,0.43333333333333335,0.6059941520467836,0.2263415711322427,0.7333333333333333,0.21455026349613773,0.23974792328042327,0.24,0.912589,0.404814,0.155684,0.005617,1.480841,598,898,300,0.23745819397993312,0.4922048997772829,generated 300 of requested 314 synthetic points
blood-transfusion,openml,extratrees,49,3,nested_tuned_raw_fol_equal100,0.9,0.09999999999999998,0.9,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.343232007051,""0.15"":0.343566884442,""0.20"":0.344054001157,""0.25"":0.344380805272,""0.30"":0.344790582028,""0.35"":0.344805446429,""0.40"":0.345620425509,""0.45"":0.345831202058,""0.50"":0.34642245805,""0.55"":0.3472111465,""0.60"":0.3470744732,""0.65"":0.346785450083,""0.70"":0.346842169808,""0.75"":0.347239775375,""0.80"":0.347390095302,""0.85"":0.347864788539,""0.90"":0.348180511129}","{""0.10"":0.35335114315,""0.15"":0.353505731574,""0.20"":0.354532839049,""0.25"":0.355108196834,""0.30"":0.356174783996,""0.35"":0.356004034295,""0.40"":0.357883457037,""0.45"":0.358533368704,""0.50"":0.358766032648,""0.55"":0.35991049483,""0.60"":0.359939507367,""0.65"":0.359700679335,""0.70"":0.359732518378,""0.75"":0.360434619467,""0.80"":0.361333321499,""0.85"":0.36079576577,""0.90"":0.362463070881}",0.34818051112894294,1,3,100,100,0.41028388566111373,0.7153996101364523,0.43243243243243246,0.4444444444444444,0.42105263157894735,0.6257309941520468,0.24693077053020188,0.72,0.20310602792301594,0.29692341857366045,0.24,0.959698,0.421209,0.235198,0.025443,1.64584,598,900,302,0.23745819397993312,0.49333333333333335,generated 302 of requested 314 synthetic points
